granule_id,us_url,product,location,split,granuleSize,lst_day_1km_min,lst_day_1km_max,lst_day_1km_mean,qc_day_min,qc_day_max,qc_day_mean,day_view_time_min,day_view_time_max,day_view_time_mean,day_view_angl_min,day_view_angl_max,day_view_angl_mean,lst_night_1km_min,lst_night_1km_max,lst_night_1km_mean,qc_night_min,qc_night_max,qc_night_mean,night_view_time_min,night_view_time_max,night_view_time_mean,night_view_angl_min,night_view_angl_max,night_view_angl_mean,emis_31_min,emis_31_max,emis_31_mean,emis_32_min,emis_32_max,emis_32_mean,clear_sky_days_min,clear_sky_days_max,clear_sky_days_mean,clear_sky_nights_min,clear_sky_nights_max,clear_sky_nights_mean
MOD11A2.A2025057.h11v05.061.2025066040222.hdf,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/MOD11A2.061/MOD11A2.A2025057.h11v05.061.2025066040222/MOD11A2.A2025057.h11v05.061.2025066040222.hdf,modis,northeast,train,5687879,13215.0,14909.0,14233.141216329808,2.0,145.0,14.274337554358848,90.0,255.0,162.4742625,1.0,255.0,142.69322559206884,13175.0,14448.0,13845.444214757863,2.0,161.0,10.984455161622838,201.0,255.0,228.87732569444444,1.0,255.0,142.37378280742837,240.0,251.0,246.01894047695458,240.0,249.0,247.5218889128773,1.0,255.0,78.11923730713191,1.0,255.0,90.74659137200706
MOD11A2.A2025057.h11v04.061.2025066040453.hdf,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/MOD11A2.061/MOD11A2.A2025057.h11v04.061.2025066040453/MOD11A2.A2025057.h11v04.061.2025066040453.hdf,modis,northeast,train,9134100,12439.0,14480.0,13730.95594418355,2.0,177.0,52.759284303653125,91.0,255.0,114.42880208333334,1.0,255.0,92.37985809770923,12200.0,14413.0,13402.2430917089,2.0,177.0,55.11634999477834,198.0,255.0,211.38426875,1.0,255.0,72.48124818565553,240.0,252.0,247.41387372516152,239.0,250.0,248.18978883408553,1.0,255.0,55.78909051699437,1.0,255.0,57.361131713072034
MOD11A2.A2025113.h13v04.061.2025125151119.hdf,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/MOD11A2.061/MOD11A2.A2025113.h13v04.061.2025125151119/MOD11A2.A2025113.h13v04.061.2025125151119.hdf,modis,northeast,train,4113599,12785.0,14909.0,14185.6542099632,2.0,145.0,13.170224528129971,90.0,255.0,201.9163472222222,1.0,255.0,188.87193606004544,12672.0,14299.0,13683.7702152183,2.0,145.0,12.671067638620508,197.0,255.0,240.46369444444446,1.0,255.0,195.57889396139845,240.0,252.0,246.47692280524822,241.0,250.0,247.35127408718378,1.0,247.0,88.32680305412809,1.0,247.0,58.956850354060265
MOD11A2.A2025113.h12v05.061.2025125151656.hdf,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/MOD11A2.061/MOD11A2.A2025113.h12v05.061.2025125151656/MOD11A2.A2025113.h12v05.061.2025125151656.hdf,modis,northeast,train,1532441,14169.0,15340.0,14767.663602301345,2.0,145.0,3.3859114101097134,90.0,255.0,249.79897222222223,1.0,255.0,249.34318799718054,13630.0,14634.0,14187.54869636625,2.0,145.0,3.747304883519074,201.0,255.0,253.47467083333333,1.0,255.0,248.55571273213639,240.0,251.0,246.02335856003273,240.0,249.0,247.33432194722846,1.0,254.0,191.62154747036303,2.0,178.0,86.2131595154999
MOD11A2.A2025113.h11v04.061.2025125151312.hdf,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/MOD11A2.061/MOD11A2.A2025113.h11v04.061.2025125151312/MOD11A2.A2025113.h11v04.061.2025125151312.hdf,modis,northeast,train,8371753,13362.0,15601.0,14525.358490223514,2.0,145.0,64.3861253127539,90.0,255.0,100.86239583333334,1.0,255.0,66.80182625126822,13314.0,14735.0,13845.671149375425,2.0,145.0,65.90542681983342,200.0,255.0,209.88117847222222,1.0,255.0,71.98518172834466,240.0,251.0,246.8699332430092,242.0,250.0,247.82295543260793,1.0,255.0,100.91900430941789,1.0,255.0,137.5246236137529
MOD11A2.A2025113.h12v04.061.2025125151550.hdf,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/MOD11A2.061/MOD11A2.A2025113.h12v04.061.2025125151550/MOD11A2.A2025113.h12v04.061.2025125151550.hdf,modis,northeast,train,7660686,13025.0,15254.0,14238.266337886153,2.0,145.0,40.776036103915274,90.0,255.0,121.26610625,1.0,255.0,94.79500026391895,12826.0,14550.0,13808.053137139588,2.0,145.0,35.437957078954845,199.0,255.0,215.03729166666668,1.0,255.0,90.01823613643907,240.0,252.0,247.00126479672966,241.0,250.0,247.4615235311852,1.0,252.0,115.2218498396072,1.0,254.0,76.85478702336802
MOD11A2.A2025113.h11v05.061.2025125151349.hdf,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/MOD11A2.061/MOD11A2.A2025113.h11v05.061.2025125151349/MOD11A2.A2025113.h11v05.061.2025125151349.hdf,modis,northeast,train,5528585,13873.0,15534.0,14810.097950682599,2.0,145.0,16.796573209138998,90.0,255.0,162.85072916666667,1.0,255.0,149.77249993402694,13549.0,14844.0,14368.46263111056,2.0,145.0,21.766677872907177,201.0,255.0,229.4771513888889,1.0,255.0,148.60752924961758,240.0,251.0,246.0878453380458,240.0,249.0,247.55777821094787,1.0,255.0,132.43336444029686,1.0,252.0,113.57576810325135
MOD11A2.A2025105.h11v05.061.2025114041528.hdf,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/MOD11A2.061/MOD11A2.A2025105.h11v05.061.2025114041528/MOD11A2.A2025105.h11v05.061.2025114041528.hdf,modis,northeast,train,5404832,13929.0,15386.0,14697.51536081968,2.0,145.0,14.37888707956651,90.0,255.0,162.7301798611111,1.0,255.0,147.664721519673,13353.0,14759.0,14162.616505421036,2.0,145.0,16.199523805699876,201.0,255.0,229.36535416666666,1.0,255.0,148.13075800210555,240.0,251.0,246.098301021861,240.0,249.0,247.55078495170784,1.0,255.0,65.46166634321536,1.0,228.0,44.935818933243716
MOD11A2.A2025105.h12v04.061.2025114041743.hdf,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/MOD11A2.061/MOD11A2.A2025105.h12v04.061.2025114041743/MOD11A2.A2025105.h12v04.061.2025114041743.hdf,modis,northeast,train,7997447,13131.0,15021.0,13990.72949762499,2.0,145.0,44.42983593168634,90.0,255.0,121.4753375,1.0,255.0,91.48365844224116,12731.0,14632.0,13608.889216435446,2.0,145.0,44.23803478375155,197.0,255.0,216.80226875,1.0,255.0,100.55435289869163,240.0,252.0,247.30042402112707,241.0,250.0,247.55704870474236,1.0,253.0,78.99601722888656,1.0,255.0,66.14241791471711
MOD11A2.A2025105.h11v04.061.2025114042627.hdf,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/MOD11A2.061/MOD11A2.A2025105.h11v04.061.2025114042627/MOD11A2.A2025105.h11v04.061.2025114042627.hdf,modis,northeast,train,8348917,12636.0,15258.0,14376.071494734073,2.0,145.0,63.9260995688661,90.0,255.0,101.35089513888889,1.0,255.0,67.79184615373931,13195.0,14722.0,13690.824372979005,2.0,145.0,62.36654088399323,197.0,255.0,210.35615069444444,1.0,255.0,75.692381465622,240.0,252.0,246.92393584699946,242.0,250.0,247.88659891180177,1.0,255.0,99.54318591723113,1.0,255.0,95.41691111997365
MOD11A2.A2025105.h12v05.061.2025114043048.hdf,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/MOD11A2.061/MOD11A2.A2025105.h12v05.061.2025114043048/MOD11A2.A2025105.h12v05.061.2025114043048.hdf,modis,northeast,train,1521162,13736.0,15220.0,14636.381344110287,2.0,145.0,3.6528440910268567,90.0,255.0,249.74352569444446,1.0,255.0,248.8132499163191,13685.0,14638.0,14003.037775769279,2.0,145.0,3.3613707654934393,202.0,255.0,253.38752222222223,3.0,255.0,247.84861041666667,240.0,251.0,245.97625140751356,242.0,250.0,247.46434640188352,1.0,230.0,119.88548804004431,2.0,164.0,24.317694425044163
MOD11A2.A2025105.h13v04.061.2025114042910.hdf,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/MOD11A2.061/MOD11A2.A2025105.h13v04.061.2025114042910/MOD11A2.A2025105.h13v04.061.2025114042910.hdf,modis,northeast,train,4241453,12981.0,14596.0,13925.160121504689,2.0,145.0,15.910704277068433,90.0,255.0,204.83832916666665,1.0,255.0,190.01461054971003,11658.0,13976.0,13525.714083009601,2.0,145.0,14.911726621717827,197.0,255.0,239.67795833333332,1.0,255.0,194.3334030307977,240.0,252.0,247.01214163740556,240.0,250.0,247.6478631071064,1.0,233.0,66.92179700858391,1.0,254.0,77.51121831033159
MOD11A2.A2025097.h11v05.061.2025106042015.hdf,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/MOD11A2.061/MOD11A2.A2025097.h11v05.061.2025106042015/MOD11A2.A2025097.h11v05.061.2025106042015.hdf,modis,northeast,train,5523017,13573.0,15160.0,14442.942081215308,2.0,145.0,15.115610770872625,90.0,255.0,161.80940625,1.0,255.0,139.6748388888889,12945.0,14759.0,13915.860313272604,2.0,145.0,17.31647091128577,202.0,255.0,228.76615625,1.0,255.0,142.30882521446196,240.0,251.0,246.0910547642723,240.0,249.0,247.52779178279158,1.0,255.0,152.6029190768332,1.0,254.0,115.8495646752902
MOD11A2.A2025097.h11v04.061.2025106042553.hdf,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/MOD11A2.061/MOD11A2.A2025097.h11v04.061.2025106042553/MOD11A2.A2025097.h11v04.061.2025106042553.hdf,modis,northeast,train,8748178,12986.0,15186.0,14220.991086692453,2.0,145.0,63.931311985645976,90.0,255.0,101.40482152777778,1.0,255.0,68.60914443419708,12687.0,14673.0,13589.192649858634,2.0,145.0,60.013641291016846,199.0,255.0,209.8068152777778,1.0,255.0,69.52962720678003,240.0,252.0,247.05196812773352,243.0,250.0,247.9315005993064,1.0,255.0,73.26465736918692,1.0,255.0,68.53817478628378
MOD11A2.A2025097.h12v04.061.2025106043036.hdf,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/MOD11A2.061/MOD11A2.A2025097.h12v04.061.2025106043036/MOD11A2.A2025097.h12v04.061.2025106043036.hdf,modis,northeast,train,8223506,12699.0,14816.0,13897.852092598743,2.0,145.0,44.930032687955745,90.0,255.0,122.80364027777777,1.0,255.0,93.31514725163613,12516.0,14079.0,13500.517452417178,2.0,145.0,40.92203121796937,199.0,255.0,216.07330069444444,1.0,255.0,94.0938406036132,240.0,252.0,247.69685076339584,241.0,250.0,247.8517358441918,1.0,254.0,88.69165583305657,1.0,255.0,112.27145488451033
MOD11A2.A2025097.h13v04.061.2025106042813.hdf,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/MOD11A2.061/MOD11A2.A2025097.h13v04.061.2025106042813/MOD11A2.A2025097.h13v04.061.2025106042813.hdf,modis,northeast,train,4495883,12923.0,14562.0,13756.519981585072,2.0,145.0,15.469241561589085,90.0,255.0,201.50082013888888,1.0,255.0,192.91377023267313,12613.0,14192.0,13450.021886783476,2.0,113.0,17.70453485679738,198.0,255.0,238.80730972222221,1.0,255.0,188.59276216693323,240.0,252.0,247.66859511875205,240.0,250.0,247.99608063584267,1.0,255.0,106.66111771464404,1.0,255.0,118.75082174562958
MOD11A2.A2025097.h12v05.061.2025106042807.hdf,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/MOD11A2.061/MOD11A2.A2025097.h12v05.061.2025106042807/MOD11A2.A2025097.h12v05.061.2025106042807.hdf,modis,northeast,train,1502903,13823.0,14845.0,14218.367375154767,2.0,145.0,3.6456969035132243,94.0,255.0,249.80223541666666,17.0,255.0,248.93580277777778,13116.0,14544.0,13769.234636986443,2.0,145.0,3.418386357684791,205.0,255.0,253.56099583333332,16.0,255.0,249.16604652777778,240.0,251.0,246.03225740426143,243.0,250.0,247.4734224369077,2.0,210.0,36.05212546430045,1.0,236.0,64.28477379801264
MOD11A2.A2025089.h11v04.061.2025098211843.hdf,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/MOD11A2.061/MOD11A2.A2025089.h11v04.061.2025098211843/MOD11A2.A2025089.h11v04.061.2025098211843.hdf,modis,northeast,train,8024363,12627.0,14995.0,14008.46362563099,2.0,145.0,46.398988899516624,90.0,255.0,114.20191180555555,1.0,255.0,92.36327598432388,12617.0,14412.0,13481.380805370527,2.0,145.0,40.89808495118486,197.0,255.0,214.3569784722222,1.0,255.0,81.86409180380701,240.0,252.0,247.37023413239285,240.0,250.0,248.16942300731407,1.0,248.0,145.63440422444677,1.0,255.0,129.66519507359703
MOD11A2.A2025089.h11v05.061.2025098211756.hdf,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/MOD11A2.061/MOD11A2.A2025089.h11v05.061.2025098211756/MOD11A2.A2025089.h11v05.061.2025098211756.hdf,modis,northeast,train,4459159,13188.0,15304.0,14631.266487846737,2.0,145.0,17.134903627580982,90.0,255.0,184.22248055555556,1.0,255.0,173.4605597575537,13179.0,14837.0,14196.591151421462,2.0,145.0,12.942363333034013,202.0,255.0,238.3094548611111,1.0,255.0,184.70708079746413,240.0,252.0,246.0769661662559,240.0,250.0,247.55250533840493,1.0,255.0,38.26367166104748,1.0,252.0,61.19243027816665
MOD11A2.A2025089.h12v05.061.2025098211734.hdf,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/MOD11A2.061/MOD11A2.A2025089.h12v05.061.2025098211734/MOD11A2.A2025089.h12v05.061.2025098211734.hdf,modis,northeast,train,1492183,13706.0,15109.0,14440.945655326732,2.0,145.0,3.942464364221452,91.0,255.0,249.7626125,3.0,255.0,248.50784930555557,13511.0,14482.0,13829.746436516438,2.0,145.0,3.3317788169808935,201.0,255.0,253.42317916666667,1.0,255.0,248.0147687910244,240.0,251.0,246.05861743976396,241.0,249.0,247.31498934600884,1.0,177.0,21.46359756350226,1.0,152.0,9.736878965147895
MOD11A2.A2025089.h13v04.061.2025098212119.hdf,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/MOD11A2.061/MOD11A2.A2025089.h13v04.061.2025098212119/MOD11A2.A2025089.h13v04.061.2025098212119.hdf,modis,northeast,train,4285699,12701.0,14291.0,13458.293065186666,2.0,145.0,12.237202547125476,90.0,255.0,203.59255347222222,1.0,255.0,195.50484625796108,12347.0,14109.0,13278.540635944408,2.0,145.0,19.949416644741802,198.0,255.0,238.2151111111111,1.0,255.0,183.2202913346181,240.0,252.0,247.6574047455612,240.0,250.0,247.95282795629532,1.0,204.0,14.40425734145515,1.0,255.0,83.7743550227406
MOD11A2.A2025089.h12v04.061.2025098212054.hdf,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/MOD11A2.061/MOD11A2.A2025089.h12v04.061.2025098212054/MOD11A2.A2025089.h12v04.061.2025098212054.hdf,modis,northeast,train,7745246,12617.0,14944.0,13717.489312735664,2.0,145.0,39.48382528462004,90.0,255.0,134.63062152777778,1.0,255.0,114.81835809586514,12296.0,14290.0,13418.718488227509,2.0,145.0,41.42946312755351,198.0,255.0,218.80355625,1.0,255.0,99.95896690837142,240.0,252.0,247.60107271283647,240.0,250.0,247.70746141580378,1.0,246.0,64.97175918890935,1.0,255.0,80.62605436142056
MOD11A2.A2025081.h12v05.061.2025092135036.hdf,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/MOD11A2.061/MOD11A2.A2025081.h12v05.061.2025092135036/MOD11A2.A2025081.h12v05.061.2025092135036.hdf,modis,northeast,train,1527158,13784.0,14749.0,14302.712769010042,2.0,145.0,3.928142116782527,91.0,255.0,249.7001486111111,3.0,255.0,248.24534305555557,13461.0,14513.0,13800.125545113937,2.0,161.0,3.6584602751734776,201.0,255.0,253.52763958333333,1.0,255.0,248.94386095516933,240.0,250.0,246.0543049336523,241.0,249.0,247.25841869594552,1.0,239.0,62.73156384505022,1.0,250.0,110.29715619433696
MOD11A2.A2025081.h12v04.061.2025092135319.hdf,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/MOD11A2.061/MOD11A2.A2025081.h12v04.061.2025092135319/MOD11A2.A2025081.h12v04.061.2025092135319.hdf,modis,northeast,train,8410976,12538.0,14894.0,13645.875710463046,2.0,177.0,46.986549109393614,90.0,255.0,127.73769236111112,1.0,255.0,103.21748962076376,12355.0,14063.0,13355.71528591075,2.0,145.0,46.220598616066496,197.0,255.0,217.28191944444444,1.0,255.0,101.5427339472867,240.0,252.0,247.48656961115864,240.0,250.0,247.66355968897795,1.0,245.0,67.6413138243115,1.0,255.0,73.67314186200204
MOD11A2.A2025081.h13v04.061.2025092140137.hdf,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/MOD11A2.061/MOD11A2.A2025081.h13v04.061.2025092140137/MOD11A2.A2025081.h13v04.061.2025092140137.hdf,modis,northeast,train,4614740,12765.0,14355.0,13498.74999179238,2.0,145.0,17.434421295921663,90.0,255.0,203.05160555555557,1.0,255.0,191.93808780749325,12261.0,13965.0,13279.625302657485,2.0,97.0,18.126715504818552,198.0,255.0,239.68912777777777,1.0,255.0,195.5262987560916,240.0,252.0,247.67727130692916,240.0,250.0,248.01270799156316,1.0,239.0,119.29984077217289,1.0,255.0,131.71641952507116
MOD11A2.A2025081.h11v05.061.2025092135958.hdf,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/MOD11A2.061/MOD11A2.A2025081.h11v05.061.2025092135958/MOD11A2.A2025081.h11v05.061.2025092135958.hdf,modis,northeast,train,5176534,13697.0,14979.0,14505.72286557489,2.0,145.0,14.395546290474362,91.0,255.0,162.95615486111112,2.0,255.0,147.89724097222222,13206.0,14466.0,13964.002650754343,2.0,145.0,11.471775535592514,202.0,255.0,229.0796048611111,1.0,255.0,145.07953988313741,240.0,251.0,246.02666823829276,240.0,249.0,247.52120878274448,1.0,239.0,67.61192270725712,1.0,255.0,82.37363236400262
MOD11A2.A2025081.h11v04.061.2025092140429.hdf,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/MOD11A2.061/MOD11A2.A2025081.h11v04.061.2025092140429/MOD11A2.A2025081.h11v04.061.2025092140429.hdf,modis,northeast,train,8751316,12795.0,15081.0,14037.41831253968,2.0,145.0,58.54634867993237,90.0,255.0,107.73173402777778,1.0,255.0,82.251449386077,12547.0,14547.0,13541.364778382836,2.0,145.0,59.38646796420209,197.0,255.0,210.81947291666665,1.0,255.0,74.15504845003636,240.0,252.0,247.26611902263113,242.0,250.0,248.09975252527707,1.0,221.0,47.01425716256651,1.0,255.0,99.45588660586687
MOD11A2.A2025073.h11v04.061.2025085122044.hdf,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/MOD11A2.061/MOD11A2.A2025073.h11v04.061.2025085122044/MOD11A2.A2025073.h11v04.061.2025085122044.hdf,modis,northeast,train,8981367,12567.0,14899.0,13934.982966463376,2.0,145.0,58.68298348473654,90.0,255.0,105.68033611111112,1.0,255.0,79.344511587432,12440.0,14599.0,13504.327421815005,2.0,145.0,59.49175358417605,198.0,255.0,209.93881041666666,1.0,255.0,66.56321610721098,240.0,252.0,247.2582779616939,242.0,250.0,248.10187571283896,1.0,223.0,90.81964243190792,1.0,254.0,100.824479053595
MOD11A2.A2025073.h12v05.061.2025085121906.hdf,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/MOD11A2.061/MOD11A2.A2025073.h12v05.061.2025085121906/MOD11A2.A2025073.h12v05.061.2025085121906.hdf,modis,northeast,train,1507597,13899.0,14744.0,14272.683522750585,2.0,145.0,3.2675473135307103,91.0,255.0,249.78511319444445,2.0,255.0,249.00311736111112,13327.0,14571.0,13845.57137576243,2.0,145.0,3.577946153018462,202.0,255.0,253.46913263888888,1.0,255.0,248.2147138888889,240.0,251.0,245.9948620322607,242.0,249.0,247.49523049209859,1.0,217.0,151.41765478193082,1.0,183.0,46.93565810280739
MOD11A2.A2025073.h12v04.061.2025085122403.hdf,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/MOD11A2.061/MOD11A2.A2025073.h12v04.061.2025085122403/MOD11A2.A2025073.h12v04.061.2025085122403.hdf,modis,northeast,train,7980410,12471.0,14555.0,13724.429247887343,2.0,161.0,41.72638160580691,90.0,255.0,123.78228472222222,1.0,255.0,100.40912355224154,11165.0,14211.0,13508.667673679298,2.0,177.0,44.73762335585271,197.0,255.0,214.85983541666667,1.0,255.0,82.8654410732869,240.0,252.0,247.8016854397616,239.0,250.0,247.92505539601785,1.0,221.0,105.47685657310997,1.0,254.0,82.77950798156753
MOD11A2.A2025073.h13v04.061.2025085123405.hdf,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/MOD11A2.061/MOD11A2.A2025073.h13v04.061.2025085123405/MOD11A2.A2025073.h13v04.061.2025085123405.hdf,modis,northeast,train,4400852,12250.0,14387.0,13657.984650379001,2.0,145.0,15.650472741823181,90.0,255.0,203.84456875,1.0,255.0,193.12341242062104,11796.0,14228.0,13433.109015429069,2.0,145.0,16.550520132184506,197.0,255.0,239.06950833333335,1.0,255.0,188.07098743137823,240.0,252.0,247.85266666927663,240.0,250.0,248.0884270116,1.0,218.0,46.423363335464934,1.0,251.0,105.04559022845915
MOD11A2.A2025073.h11v05.061.2025085123712.hdf,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/MOD11A2.061/MOD11A2.A2025073.h11v05.061.2025085123712/MOD11A2.A2025073.h11v05.061.2025085123712.hdf,modis,northeast,train,5378175,13624.0,14927.0,14435.496877407011,2.0,145.0,10.919486436424474,91.0,255.0,162.20705069444443,1.0,255.0,138.29986875,13318.0,14564.0,14045.64100561164,2.0,145.0,12.333559831147339,202.0,255.0,228.86882986111112,2.0,255.0,143.11202013888888,240.0,251.0,246.08506821237813,241.0,249.0,247.55004925671386,1.0,223.0,138.58166398390577,1.0,252.0,116.63300265986638
MOD11A2.A2025065.h12v05.061.2025074040124.hdf,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/MOD11A2.061/MOD11A2.A2025065.h12v05.061.2025074040124/MOD11A2.A2025065.h12v05.061.2025074040124.hdf,modis,northeast,train,1535007,13612.0,14604.0,14284.329210607146,2.0,145.0,3.389734893230512,90.0,255.0,249.8197423611111,1.0,255.0,249.36730613647964,13475.0,14512.0,13810.132117984433,2.0,145.0,3.421945707820999,202.0,255.0,253.47701805555556,1.0,255.0,248.4099530624674,240.0,250.0,246.01897866944802,241.0,249.0,247.30701270016564,1.0,254.0,85.9473942868844,1.0,255.0,198.47853338795576
MOD11A2.A2025065.h11v05.061.2025074040207.hdf,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/MOD11A2.061/MOD11A2.A2025065.h11v05.061.2025074040207/MOD11A2.A2025065.h11v05.061.2025074040207.hdf,modis,northeast,train,5223270,13738.0,14966.0,14482.201709238081,2.0,145.0,8.617044039442048,90.0,255.0,162.946075,1.0,255.0,147.926696356832,13355.0,14433.0,13929.973142972527,2.0,145.0,8.94625763593241,202.0,255.0,228.17257777777778,1.0,255.0,136.29567018728562,240.0,251.0,246.10170061199625,240.0,249.0,247.5204535587745,1.0,255.0,141.6911312699982,1.0,255.0,187.34783760660815
MOD11A2.A2025065.h12v04.061.2025074035921.hdf,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/MOD11A2.061/MOD11A2.A2025065.h12v04.061.2025074035921/MOD11A2.A2025065.h12v04.061.2025074035921.hdf,modis,northeast,train,8855176,12299.0,14610.0,13578.655103088695,2.0,161.0,45.86938371388159,90.0,255.0,127.8074173611111,1.0,255.0,105.91414209818225,11437.0,14039.0,13304.680056007275,2.0,177.0,48.966883570768445,198.0,255.0,215.64457569444446,1.0,255.0,89.10765676728165,240.0,252.0,247.86139812786297,240.0,250.0,247.85274327823143,1.0,255.0,101.03226285843098,1.0,255.0,102.45321518588915
MOD11A2.A2025065.h11v04.061.2025074040141.hdf,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/MOD11A2.061/MOD11A2.A2025065.h11v04.061.2025074040141/MOD11A2.A2025065.h11v04.061.2025074040141.hdf,modis,northeast,train,8831274,12568.0,14632.0,13895.89388404514,2.0,145.0,58.5423280475232,91.0,255.0,104.6326375,1.0,255.0,82.71932632818724,12477.0,14565.0,13483.880354690342,2.0,161.0,58.76182706500223,198.0,255.0,209.53027708333335,1.0,255.0,63.34957701424352,240.0,252.0,247.34153520066448,241.0,250.0,248.09623547484713,1.0,255.0,140.6019546692684,1.0,255.0,95.38104905546842
MOD11A2.A2025065.h13v04.061.2025074040023.hdf,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/MOD11A2.061/MOD11A2.A2025065.h13v04.061.2025074040023/MOD11A2.A2025065.h13v04.061.2025074040023.hdf,modis,northeast,train,4711071,12363.0,14127.0,13250.227049778483,2.0,145.0,18.605631756319845,90.0,255.0,201.86679236111112,1.0,255.0,192.83204718880592,11528.0,13900.0,13039.77766890129,2.0,129.0,19.636599459240003,198.0,255.0,238.76669375,1.0,255.0,186.8892314959208,240.0,252.0,248.3120944102581,240.0,250.0,248.32148387991322,1.0,252.0,148.4131618089811,1.0,254.0,134.12720624260604
MOD11A2.A2025057.h13v04.061.2025066035419.hdf,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/MOD11A2.061/MOD11A2.A2025057.h13v04.061.2025066035419/MOD11A2.A2025057.h13v04.061.2025066035419.hdf,modis,northeast,train,4847135,12152.0,13950.0,13047.22441718476,2.0,145.0,18.943183987851466,91.0,255.0,203.1438513888889,1.0,255.0,189.84671208931934,11656.0,13758.0,12849.380132453074,2.0,113.0,20.92601644783664,197.0,255.0,239.83781597222222,1.0,255.0,193.17898573337882,240.0,252.0,248.97073576142753,241.0,250.0,248.69707357614274,1.0,252.0,56.607113414203276,1.0,254.0,79.1304167693796
MOD11A2.A2025057.h12v05.061.2025066040019.hdf,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/MOD11A2.061/MOD11A2.A2025057.h12v05.061.2025066040019/MOD11A2.A2025057.h12v05.061.2025066040019.hdf,modis,northeast,train,1567159,13663.0,14657.0,14094.701923273868,2.0,145.0,3.729392529938652,91.0,255.0,249.72801041666668,1.0,255.0,248.4581179973861,13347.0,14525.0,13689.987362254722,2.0,81.0,3.5165179290478084,202.0,255.0,253.52124652777778,7.0,255.0,248.7574781353863,240.0,251.0,245.99607297717418,242.0,249.0,247.4211936513131,1.0,133.0,78.30649488970363,1.0,255.0,223.30123714718775
MOD11A2.A2025057.h11v05.061.2025066040222.hdf,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/MOD11A2.061/MOD11A2.A2025057.h11v05.061.2025066040222/MOD11A2.A2025057.h11v05.061.2025066040222.hdf,modis,northeast,train,5687879,13215.0,14909.0,14233.141216329808,2.0,145.0,14.274337554358848,90.0,255.0,162.4742625,1.0,255.0,142.69322559206884,13175.0,14448.0,13845.444214757863,2.0,161.0,10.984455161622838,201.0,255.0,228.87732569444444,1.0,255.0,142.37378280742837,240.0,251.0,246.01894047695458,240.0,249.0,247.5218889128773,1.0,255.0,78.11923730713191,1.0,255.0,90.74659137200706
