Date,Open,High,Low,Close,Adj Close,Volume
1-Jul-22,3.8485,4.0264,3.8136,3.9389,3.9389,48203
30-Jun-22,4.037,4.05,3.8251,3.8982,3.8982,47690
29-Jun-22,4.1995,4.2344,4.0059,4.0367,4.0367,17477
28-Jun-22,4.2701,4.333,4.0425,4.1994,4.1994,18258
27-Jun-22,4.35,4.3773,4.2173,4.2302,4.2302,23796
24-Jun-22,4.3251,4.3937,4.3023,4.3629,4.3629,25616
23-Jun-22,4.3923,4.418,4.2629,4.3379,4.3379,24807
22-Jun-22,4.3726,4.4135,4.2096,4.4046,4.4046,25942
21-Jun-22,4.3434,4.5418,4.3135,4.3584,4.3584,32572
17-Jun-22,4.5719,4.6444,4.2936,4.3398,4.3398,34521
16-Jun-22,4.532,4.5825,4.4124,4.5713,4.5713,28269
15-Jun-22,4.3816,4.607,4.3557,4.547,4.547,36908
14-Jun-22,4.2749,4.457,4.2488,4.394,4.394,36652
13-Jun-22,4.3612,4.3762,4.1949,4.2834,4.2834,46406
10-Jun-22,4.4187,4.5135,4.3155,4.3667,4.3667,38656
9-Jun-22,4.3319,4.4667,4.2529,4.4037,4.4037,46599
8-Jun-22,4.3177,4.3512,4.28,4.3143,4.3143,47557
7-Jun-22,4.3877,4.4025,4.2466,4.3206,4.3206,50479
6-Jun-22,4.3026,4.4084,4.2565,4.3601,4.3601,45144
3-Jun-22,4.2696,4.3504,4.1969,4.2803,4.2803,44544
2-Jun-22,4.1472,4.2924,4.0271,4.2084,4.2084,48635
1-Jun-22,4.02,4.1716,3.9702,4.1433,4.1433,42118
31-May-22,4.0153,4.2474,3.9894,4.0909,4.0909,59408
27-May-22,3.9967,4.0211,3.9103,4.0029,4.0029,17895
26-May-22,3.8914,3.9982,3.8526,3.968,3.968,19129
25-May-22,3.7927,3.89,3.7446,3.8664,3.8664,22090
24-May-22,3.779,3.8478,3.7031,3.7818,3.7818,24350
23-May-22,3.748,3.7982,3.6972,3.7688,3.7688,23760
20-May-22,3.7864,3.8236,3.7365,3.7391,3.7391,19757
19-May-22,3.6531,3.8019,3.5248,3.792,3.792,27629
18-May-22,3.8117,3.8418,3.6173,3.6681,3.6681,33578
17-May-22,3.9134,3.9739,3.78,3.7993,3.7993,35294
16-May-22,3.9448,3.9608,3.8372,3.9075,3.9075,32226
13-May-22,3.9317,4.0197,3.8938,3.9212,3.9212,30419
12-May-22,3.9665,4.0011,3.7646,3.9161,3.9161,40281
11-May-22,3.9528,4.0614,3.9214,3.9512,3.9512,49587
10-May-22,3.8184,3.99,3.7637,3.9322,3.9322,41234
9-May-22,4,4.0043,3.7974,3.8349,3.8349,46956
6-May-22,4.0573,4.0966,3.9076,3.9543,3.9543,49333
5-May-22,4.2098,4.2455,4.02,4.0413,4.0413,47499
4-May-22,4.1007,4.2461,4.0952,4.197,4.197,43183
3-May-22,4.265,4.265,4.029,4.0827,4.0827,49888
2-May-22,3.994,4.2738,3.9444,4.2049,4.2049,43497
29-Apr-22,4.9283,5.8595,4.4067,4.7817,4.7817,42612
28-Apr-22,4.6825,5.2215,4.6635,5.1354,5.1354,15330
27-Apr-22,4.45,4.7099,4.345,4.6743,4.6743,11948
26-Apr-22,4.1271,4.5714,4.1044,4.4679,4.4679,24426
25-Apr-22,3.9544,4.1366,3.817,4.0909,4.0909,24977
22-Apr-22,3.9113,3.9761,3.8246,3.9386,3.9386,20697
21-Apr-22,3.9581,3.9957,3.8275,3.9008,3.9008,22232
20-Apr-22,3.8703,3.9864,3.8535,3.9731,3.9731,25259
19-Apr-22,3.9021,3.9153,3.7555,3.8619,3.8619,24716
18-Apr-22,3.857,3.9985,3.7928,3.8908,3.8908,27330
14-Apr-22,3.7686,3.9192,3.6648,3.8548,3.8548,41442
13-Apr-22,3.4955,3.7756,3.46,3.7184,3.7184,49574
12-Apr-22,3.2954,3.4981,3.2798,3.4644,3.4644,45572
11-Apr-22,3.3278,3.3586,3.2196,3.2677,3.2677,33124
8-Apr-22,3.3065,3.3382,3.2459,3.3176,3.3176,42477
7-Apr-22,3.346,3.4129,3.1891,3.2678,3.2678,48157
6-Apr-22,3.4518,3.5631,3.3228,3.3452,3.3452,39378
5-Apr-22,3.5749,3.6167,3.41,3.4682,3.4682,40665
4-Apr-22,3.4249,3.6,3.4249,3.5461,3.5461,32520
1-Apr-22,3.37,3.4799,3.2927,3.424,3.424,36989
31-Mar-22,3.7925,3.799,3.6178,3.6912,3.6912,34705
30-Mar-22,3.7453,3.9197,3.71,3.8085,3.8085,14591
29-Mar-22,3.6918,3.8513,3.4939,3.7161,3.7161,13763
28-Mar-22,4.071,4.073,3.657,3.7834,3.7834,18699
25-Mar-22,4.155,4.2,3.91,4.1146,4.1146,20500
24-Mar-22,4.08,4.1818,4.0148,4.1534,4.1534,25497
23-Mar-22,3.7849,4.1284,3.7659,4.1148,4.1148,22744
22-Mar-22,3.8003,3.8883,3.6397,3.8642,3.8642,19955
21-Mar-22,3.592,3.8695,3.592,3.8009,3.8009,24357
18-Mar-22,3.4878,3.6263,3.4365,3.5981,3.5981,26141
17-Mar-22,3.1627,3.5518,3.1312,3.4874,3.4874,29451
16-Mar-22,3.009,3.1703,2.974,3.1001,3.1001,28751
15-Mar-22,3.2286,3.26,2.933,3.0297,3.0297,34778
14-Mar-22,3.4176,3.4404,3.2145,3.2763,3.2763,27327
11-Mar-22,3.302,3.5229,3.1699,3.4176,3.4176,41128
10-Mar-22,3.5471,3.8424,3.2835,3.2962,3.2962,60135
9-Mar-22,4.5152,4.6709,3.3735,3.4643,3.4643,83169
8-Mar-22,3.9738,4.5275,3.9044,4.4373,4.4373,75935
7-Mar-22,3.8325,4.2373,3.8125,3.9215,3.9215,63638
4-Mar-22,3.5077,3.8,3.453,3.7763,3.7763,57924
3-Mar-22,3.5405,3.8416,3.3845,3.5034,3.5034,55366
2-Mar-22,3.225,3.6072,3.2076,3.4947,3.4947,83064
1-Mar-22,2.931,3.2233,2.9299,3.1511,3.1511,76891
28-Feb-22,2.971,3.0196,2.9434,3.0134,3.0134,65189
25-Feb-22,2.9081,2.9699,2.8045,2.8495,2.8495,27659
24-Feb-22,2.8428,3.0474,2.8427,2.8969,2.8969,36781
23-Feb-22,2.8069,2.8525,2.7742,2.8292,2.8292,34233
22-Feb-22,2.8013,2.9098,2.76,2.8188,2.8188,42637
18-Feb-22,2.7909,2.8027,2.7147,2.7815,2.7815,46377
17-Feb-22,2.794,2.8465,2.7484,2.7862,2.7862,50495
16-Feb-22,2.8705,2.9,2.765,2.8575,2.8575,56605
15-Feb-22,2.937,2.9533,2.8245,2.8595,2.8595,51390
14-Feb-22,2.9364,2.9666,2.8687,2.9618,2.9618,49386
11-Feb-22,2.8228,2.9484,2.803,2.9109,2.9109,70509
10-Feb-22,2.8327,2.8711,2.804,2.8272,2.8272,63152
9-Feb-22,2.8047,2.8374,2.7676,2.8249,2.8249,75438
8-Feb-22,2.8578,2.8617,2.7463,2.7926,2.7926,104358
7-Feb-22,2.89,2.9318,2.8425,2.8554,2.8554,88062
4-Feb-22,2.8272,2.9065,2.8247,2.8751,2.8751,67939
3-Feb-22,2.766,2.8435,2.7412,2.8395,2.8395,94121
2-Feb-22,2.7495,2.7848,2.7294,2.7689,2.7689,68522
1-Feb-22,2.7189,2.7559,2.6626,2.7412,2.7412,85040
31-Jan-22,2.815,2.816,2.7457,2.7592,2.7592,65074
28-Jan-22,2.8289,2.864,2.7698,2.7855,2.7855,23962
27-Jan-22,2.7396,2.8333,2.7261,2.7945,2.7945,35724
26-Jan-22,2.6668,2.7521,2.6661,2.744,2.744,41966
25-Jan-22,2.65,2.6707,2.6154,2.6691,2.6691,49391
24-Jan-22,2.6872,2.7152,2.609,2.6274,2.6274,44015
21-Jan-22,2.6426,2.6927,2.6031,2.6912,2.6912,42069
20-Jan-22,2.67,2.6935,2.6352,2.6718,2.6718,46028
19-Jan-22,2.7101,2.7271,2.665,2.6923,2.6923,52905
18-Jan-22,2.6345,2.7153,2.6345,2.674,2.674,100508
14-Jan-22,2.6016,2.6459,2.599,2.6343,2.6343,82312
13-Jan-22,2.5988,2.6203,2.5753,2.6085,2.6085,87770
12-Jan-22,2.5638,2.6133,2.5602,2.5942,2.5942,92818
11-Jan-22,2.4916,2.5718,2.4866,2.5636,2.5636,81484
10-Jan-22,2.4917,2.5245,2.4753,2.4876,2.4876,85671
7-Jan-22,2.479,2.5001,2.4656,2.4818,2.4818,61126
6-Jan-22,2.4282,2.4989,2.414,2.4777,2.4777,68961
5-Jan-22,2.4114,2.4624,2.399,2.4461,2.4461,62354
4-Jan-22,2.3607,2.4159,2.3522,2.4095,2.4095,63987
3-Jan-22,2.3283,2.3722,2.3134,2.3574,2.3574,51351
31-Dec-21,2.37,2.3773,2.3248,2.3301,2.3301,37979
30-Dec-21,2.3766,2.4049,2.3647,2.3959,2.3959,11539
29-Dec-21,2.3742,2.4054,2.3516,2.3778,2.3778,16252
28-Dec-21,2.361,2.3978,2.3483,2.3714,2.3714,21103
27-Dec-21,2.32,2.375,2.2954,2.3535,2.3535,14902
23-Dec-21,2.318,2.337,2.2887,2.3314,2.3314,26412
22-Dec-21,2.2595,2.3142,2.2464,2.3078,2.3078,31793
21-Dec-21,2.1924,2.2653,2.17,2.2578,2.2578,29278
20-Dec-21,2.2168,2.2168,2.1085,2.173,2.173,47739
17-Dec-21,2.2574,2.263,2.1967,2.2199,2.2199,44048
16-Dec-21,2.2345,2.2773,2.2246,2.2663,2.2663,46592
15-Dec-21,2.2112,2.2395,2.1873,2.2204,2.2204,51500
14-Dec-21,2.2345,2.2562,2.1859,2.2184,2.2184,47586
13-Dec-21,2.2595,2.2839,2.2307,2.2328,2.2328,49459
10-Dec-21,2.2409,2.2729,2.2318,2.2516,2.2516,42635
9-Dec-21,2.2641,2.2844,2.232,2.2503,2.2503,56589
8-Dec-21,2.2299,2.2725,2.2127,2.2613,2.2613,51898
7-Dec-21,2.181,2.2378,2.1747,2.2246,2.2246,57586
6-Dec-21,2.116,2.188,2.106,2.1712,2.1712,46743
3-Dec-21,2.1109,2.162,2.0801,2.0984,2.0984,58586
2-Dec-21,2.0725,2.1334,2.0069,2.1034,2.1034,74284
1-Dec-21,2.0836,2.16,2.0586,2.0771,2.0771,64335
30-Nov-21,2.1545,2.174,2.0358,2.0638,2.0638,73472
29-Nov-21,2.0945,2.23,2.0945,2.1521,2.1521,23120
26-Nov-21,2.3795,2.3837,2.0907,2.0945,2.0945,18503
24-Nov-21,2.3849,2.4059,2.3744,2.383,2.383,34248
23-Nov-21,2.3225,2.3936,2.2943,2.3843,2.3843,41386
22-Nov-21,2.2904,2.3393,2.2632,2.3254,2.3254,46971
19-Nov-21,2.38,2.4065,2.2682,2.2934,2.2934,46257
18-Nov-21,2.3712,2.3926,2.3427,2.384,2.384,35598
17-Nov-21,2.425,2.4305,2.3548,2.3644,2.3644,49309
16-Nov-21,2.3984,2.4446,2.3916,2.4309,2.4309,54811
15-Nov-21,2.401,2.415,2.351,2.3981,2.3981,67350
12-Nov-21,2.434,2.443,2.3835,2.4037,2.4037,69019
11-Nov-21,2.447,2.4678,2.4131,2.4471,2.4471,73503
10-Nov-21,2.5126,2.528,2.4347,2.4521,2.4521,66184
9-Nov-21,2.474,2.5158,2.4595,2.5081,2.5081,67577
8-Nov-21,2.4433,2.4859,2.4433,2.4671,2.4671,63520
5-Nov-21,2.4153,2.474,2.4005,2.4556,2.4556,69636
4-Nov-21,2.4171,2.504,2.398,2.4066,2.4066,62836
3-Nov-21,2.4907,2.494,2.412,2.4345,2.4345,62617
2-Nov-21,2.4999,2.5193,2.4635,2.5082,2.5082,66249
1-Nov-21,2.4764,2.515,2.4631,2.5031,2.5031,50603
29-Oct-21,2.509,2.52,2.4649,2.4964,2.4964,64104
28-Oct-21,2.5093,2.5449,2.4513,2.5165,2.5165,24364
27-Oct-21,2.5682,2.5688,2.4949,2.5148,2.5148,25231
26-Oct-21,2.5647,2.5797,2.5472,2.5773,2.5773,40644
25-Oct-21,2.5435,2.5807,2.539,2.5647,2.5647,38768
22-Oct-21,2.5498,2.5683,2.5274,2.5389,2.5389,38105
21-Oct-21,2.5874,2.5958,2.5157,2.5491,2.5491,28350
20-Oct-21,2.5658,2.5932,2.517,2.5923,2.5923,38569
19-Oct-21,2.5335,2.5674,2.5078,2.5607,2.5607,43961
18-Oct-21,2.5719,2.608,2.5331,2.5492,2.5492,61751
15-Oct-21,2.5673,2.5997,2.5574,2.5737,2.5737,75214
14-Oct-21,2.5253,2.5692,2.5195,2.5614,2.5614,59993
13-Oct-21,2.5089,2.5293,2.4747,2.5211,2.5211,64535
12-Oct-21,2.515,2.5302,2.4845,2.51,2.51,72040
11-Oct-21,2.4743,2.5376,2.4743,2.515,2.515,55655
8-Oct-21,2.469,2.5029,2.4635,2.4737,2.4737,66494
7-Oct-21,2.4377,2.4724,2.3735,2.4596,2.4596,62309
6-Oct-21,2.4936,2.5213,2.429,2.442,2.442,58551
5-Oct-21,2.4375,2.5032,2.4314,2.4936,2.4936,63368
4-Oct-21,2.3826,2.4526,2.3659,2.4366,2.4366,57867
1-Oct-21,2.3396,2.3871,2.3222,2.3827,2.3827,56968
30-Sep-21,2.318,2.3688,2.2886,2.3417,2.3417,74979
29-Sep-21,2.276,2.3168,2.2538,2.3075,2.3075,17078
28-Sep-21,2.2933,2.332,2.2654,2.289,2.289,27629
27-Sep-21,2.2693,2.3116,2.2689,2.296,2.296,32954
24-Sep-21,2.2459,2.2703,2.2325,2.2671,2.2671,33726
23-Sep-21,2.211,2.2511,2.1914,2.2491,2.2491,35580
22-Sep-21,2.183,2.2148,2.1755,2.2116,2.2116,27152
21-Sep-21,2.169,2.1951,2.144,2.1738,2.1738,22945
20-Sep-21,2.2109,2.2117,2.1486,2.159,2.159,33606
17-Sep-21,2.2051,2.2188,2.1909,2.2091,2.2091,43142
16-Sep-21,2.2065,2.2162,2.1741,2.211,2.211,46340
15-Sep-21,2.1659,2.2252,2.164,2.2053,2.2053,53528
14-Sep-21,2.1616,2.1755,2.1441,2.1613,2.1613,63791
13-Sep-21,2.1436,2.1738,2.138,2.1583,2.1583,45278
10-Sep-21,2.1105,2.1557,2.1011,2.146,2.146,47060
9-Sep-21,2.135,2.1463,2.0911,2.1137,2.1137,57988
8-Sep-21,2.1228,2.1525,2.1205,2.1364,2.1364,60233
7-Sep-21,2.1546,2.1656,2.1096,2.1216,2.1216,52391
3-Sep-21,2.1621,2.1848,2.1491,2.1594,2.1594,45144
2-Sep-21,2.1219,2.1836,2.11,2.1677,2.1677,52523
1-Sep-21,2.1347,2.1508,2.09,2.1289,2.1289,58199
31-Aug-21,2.1377,2.1385,2.1065,2.131,2.131,63252
30-Aug-21,2.1299,2.1625,2.1022,2.1403,2.1403,17033
27-Aug-21,2.0801,2.1175,2.0705,2.1092,2.1092,18234
26-Aug-21,2.116,2.1175,2.0718,2.0832,2.0832,39564
25-Aug-21,2.0675,2.1213,2.0523,2.1182,2.1182,35742
24-Aug-21,2.0029,2.0708,1.9993,2.0668,2.0668,36007
23-Aug-21,1.897,2.0135,1.897,2.0051,2.0051,37654
20-Aug-21,1.9642,1.971,1.8965,1.9082,1.9082,37262
19-Aug-21,2.0019,2.0076,1.943,1.969,1.969,50064
18-Aug-21,2.0349,2.0611,1.998,2.0212,2.0212,42444
17-Aug-21,2.0521,2.0654,2.03,2.0361,2.0361,42318
16-Aug-21,2.0693,2.0769,2.0166,2.0483,2.0483,54435
13-Aug-21,2.1,2.1074,2.0634,2.0779,2.0779,51732
12-Aug-21,2.1114,2.1136,2.0775,2.1039,2.1039,51793
11-Aug-21,2.089,2.1122,2.0456,2.1058,2.1058,61287
10-Aug-21,2.048,2.0965,2.0384,2.0802,2.0802,55861
9-Aug-21,2.0758,2.0758,2.0059,2.0421,2.0421,61133
6-Aug-21,2.1027,2.126,2.0732,2.0845,2.0845,56395
5-Aug-21,2.0741,2.1081,2.06,2.106,2.106,54512
4-Aug-21,2.1235,2.1358,2.0666,2.0741,2.0741,65661
3-Aug-21,2.1438,2.1587,2.0892,2.1264,2.1264,48455
2-Aug-21,2.191,2.1947,2.1183,2.1358,2.1358,44719
30-Jul-21,2.1826,2.2028,2.174,2.1994,2.1994,45813
29-Jul-21,2.1535,2.1918,2.1535,2.1894,2.1894,14922
28-Jul-21,2.1511,2.1609,2.1417,2.156,2.156,15817
27-Jul-21,2.1593,2.1648,2.1325,2.1439,2.1439,27712
26-Jul-21,2.1358,2.158,2.0996,2.151,2.151,27677
23-Jul-21,2.1314,2.139,2.121,2.1339,2.1339,24033
22-Jul-21,2.0869,2.1359,2.0742,2.1326,2.1326,37422
21-Jul-21,1.9957,2.0927,1.9957,2.087,2.087,25853
20-Jul-21,1.9853,2.019,1.9627,2.0127,2.0127,33371
19-Jul-21,2.1011,2.1064,1.9672,1.9852,1.9852,51251
16-Jul-21,2.1034,2.1286,2.0834,2.1133,2.1133,34646
15-Jul-21,2.1379,2.1425,2.1022,2.1126,2.1126,44144
14-Jul-21,2.1792,2.183,2.1098,2.1435,2.1435,57099
13-Jul-21,2.151,2.1877,2.1444,2.1844,2.1844,43149
12-Jul-21,2.1527,2.1603,2.1164,2.1498,2.1498,45642
9-Jul-21,2.1281,2.1654,2.1117,2.1552,2.1552,44523
8-Jul-21,2.0849,2.1299,2.051,2.1204,2.1204,57311
7-Jul-21,2.1243,2.1505,2.062,2.0891,2.0891,58356
6-Jul-21,2.179,2.2101,2.0984,2.1049,2.1049,67831
2-Jul-21,2.1495,2.1841,2.1411,2.1791,2.1791,44663
1-Jul-21,2.1314,2.1867,2.1283,2.1562,2.1562,56114
30-Jun-21,2.13,2.143,2.1161,2.1287,2.1287,46617
29-Jun-21,2.1201,2.1485,2.1,2.1219,2.1219,14936
28-Jun-21,2.148,2.1558,2.1167,2.1182,2.1182,17485
25-Jun-21,2.1599,2.1754,2.0875,2.1493,2.1493,32816
24-Jun-21,2.1606,2.1659,2.1315,2.1623,2.1623,26596
23-Jun-21,2.1523,2.1877,2.1468,2.1594,2.1594,31448
22-Jun-21,2.126,2.1577,2.1167,2.151,2.151,30701
21-Jun-21,2.0861,2.1298,2.0704,2.1268,2.1268,36373
18-Jun-21,2.0679,2.102,2.0432,2.0932,2.0932,43138
17-Jun-21,2.0944,2.1106,2.0376,2.0668,2.0668,48283
16-Jun-21,2.1129,2.1278,2.087,2.1034,2.1034,49695
15-Jun-21,2.1116,2.1267,2.1036,2.1123,2.1123,37946
14-Jun-21,2.1146,2.1422,2.1074,2.1116,2.1116,40836
11-Jun-21,2.1417,2.1528,2.0912,2.1207,2.1207,57971
10-Jun-21,2.1226,2.156,2.101,2.1434,2.1434,46639
9-Jun-21,2.1344,2.1502,2.1186,2.1295,2.1295,43606
8-Jun-21,2.1156,2.1404,2.092,2.135,2.135,53739
7-Jun-21,2.1134,2.1315,2.0995,2.1156,2.1156,46739
4-Jun-21,2.1046,2.1231,2.0925,2.1199,2.1199,31717
3-Jun-21,2.1061,2.1236,2.083,2.1017,2.1017,40789
2-Jun-21,2.0775,2.1105,2.0747,2.1071,2.1071,48186
1-Jun-21,2.044,2.1135,2.0368,2.0715,2.0715,68311
28-May-21,2.065,2.0725,2.034,2.0445,2.0445,47372
27-May-21,2.0476,2.06,2.024,2.0564,2.0564,14427
26-May-21,2.0331,2.0499,2.0195,2.0452,2.0452,18449
25-May-21,2.0449,2.0525,2.0248,2.0354,2.0354,29703
24-May-21,1.9925,2.0458,1.9876,2.042,2.042,24434
21-May-21,1.9605,2.0023,1.9485,1.9882,1.9882,27025
20-May-21,2.0094,2.0171,1.9553,1.9644,1.9644,29452
19-May-21,2.0509,2.0531,1.9733,2.0071,2.0071,25167
18-May-21,2.0629,2.0777,2.0191,2.0564,2.0564,43766
17-May-21,2.037,2.0662,2.0301,2.0604,2.0604,46036
14-May-21,1.9997,2.0407,1.9857,2.0362,2.0362,47293
13-May-21,2.0669,2.069,1.9827,2.0009,2.0009,69511
12-May-21,2.0418,2.081,2.0311,2.0695,2.0695,76208
11-May-21,2.0164,2.0465,1.9964,2.0417,2.0417,69878
10-May-21,2.06,2.0776,1.9958,2.0166,2.0166,82851
7-May-21,1.9926,2.0156,1.9688,2.0106,2.0106,60066
6-May-21,1.9952,2.0116,1.9794,1.9895,1.9895,41296
5-May-21,2.0144,2.0278,1.9881,2.0025,2.0025,62629
4-May-21,1.9543,2.0151,1.9519,1.9988,1.9988,61702
3-May-21,1.9183,1.961,1.9076,1.9519,1.9519,46033
30-Apr-21,1.955,1.955,1.91,1.9211,1.9211,56941
29-Apr-21,1.9354,1.9743,1.9339,1.9614,1.9614,13713
28-Apr-21,1.9106,1.9512,1.9008,1.9386,1.9386,14002
27-Apr-21,1.88,1.9136,1.878,1.9057,1.9057,22706
26-Apr-21,1.8743,1.884,1.8324,1.8785,1.8785,27172
23-Apr-21,1.8633,1.8832,1.8528,1.8735,1.8735,20379
22-Apr-21,1.8499,1.8673,1.8383,1.8608,1.8608,21642
21-Apr-21,1.8759,1.8764,1.8382,1.8537,1.8537,25805
20-Apr-21,1.8925,1.9155,1.8483,1.8801,1.8801,37752
19-Apr-21,1.8913,1.9028,1.8816,1.8925,1.8925,27669
16-Apr-21,1.8963,1.9093,1.8868,1.8957,1.8957,39308
15-Apr-21,1.8824,1.8994,1.8756,1.8989,1.8989,39483
14-Apr-21,1.8205,1.8945,1.8205,1.89,1.89,52502
13-Apr-21,1.808,1.8247,1.8011,1.8145,1.8145,45902
12-Apr-21,1.8073,1.8426,1.7877,1.808,1.808,51161
9-Apr-21,1.8079,1.8128,1.7882,1.8076,1.8076,42866
8-Apr-21,1.8052,1.8125,1.7845,1.8098,1.8098,41863
7-Apr-21,1.7911,1.8107,1.7618,1.8079,1.8079,46281
6-Apr-21,1.7741,1.8256,1.7722,1.7941,1.7941,43185
5-Apr-21,1.83,1.833,1.7487,1.7724,1.7724,36639
1-Apr-21,1.7745,1.8363,1.7683,1.8316,1.8316,46306
31-Mar-21,1.7905,1.802,1.7627,1.7713,1.7713,38507
30-Mar-21,1.8138,1.8229,1.7776,1.7892,1.7892,15224
29-Mar-21,1.81,1.826,1.776,1.8098,1.8098,17114
26-Mar-21,1.7474,1.8204,1.7474,1.81,1.81,19789
25-Mar-21,1.8185,1.8205,1.731,1.7478,1.7478,24680
24-Mar-21,1.7344,1.8299,1.733,1.8256,1.8256,23150
23-Mar-21,1.8236,1.8264,1.7295,1.7489,1.7489,25951
22-Mar-21,1.8251,1.8407,1.7984,1.8293,1.8293,23772
19-Mar-21,1.7714,1.8324,1.7554,1.8223,1.8223,42412
18-Mar-21,1.8989,1.9131,1.7437,1.7842,1.7842,47152
17-Mar-21,1.9341,1.9439,1.8805,1.9061,1.9061,55249
16-Mar-21,1.9456,1.9489,1.9131,1.9327,1.9327,31514
15-Mar-21,1.9649,1.9823,1.9231,1.9489,1.9489,44493
12-Mar-21,1.9594,1.9801,1.9494,1.9675,1.9675,59893
11-Mar-21,1.9191,1.9645,1.908,1.9594,1.9594,56669
10-Mar-21,1.9,1.9291,1.8812,1.9173,1.9173,64494
9-Mar-21,1.9077,1.9362,1.8945,1.9073,1.9073,62962
8-Mar-21,1.954,1.9868,1.8988,1.9085,1.9085,72304
5-Mar-21,1.902,1.953,1.8885,1.944,1.944,82231
4-Mar-21,1.8297,1.9145,1.8025,1.896,1.896,74729
3-Mar-21,1.8064,1.8487,1.801,1.8357,1.8357,73880
2-Mar-21,1.807,1.8406,1.7882,1.8081,1.8081,56893
1-Mar-21,1.8485,1.8779,1.8007,1.8192,1.8192,75452
26-Feb-21,1.9095,1.9099,1.8487,1.8565,1.8565,72249
25-Feb-21,1.9111,1.9193,1.8885,1.9066,1.9066,18236
24-Feb-21,1.8648,1.912,1.857,1.9083,1.9083,17928
23-Feb-21,1.8732,1.8914,1.8345,1.868,1.868,27707
22-Feb-21,1.8141,1.8754,1.8112,1.8586,1.8586,46544
19-Feb-21,1.832,1.8457,1.806,1.8229,1.8229,46564
18-Feb-21,1.8483,1.8653,1.8159,1.8364,1.8364,52229
17-Feb-21,1.8156,1.8533,1.8011,1.8377,1.8377,51386
16-Feb-21,1.7743,1.8308,1.7743,1.8144,1.8144,109651
12-Feb-21,1.7415,1.7778,1.7237,1.7714,1.7714,66418
11-Feb-21,1.7569,1.7609,1.7359,1.7446,1.7446,60504
10-Feb-21,1.7597,1.7677,1.7473,1.761,1.761,59353
9-Feb-21,1.7501,1.7663,1.7341,1.7567,1.7567,51475
8-Feb-21,1.7149,1.753,1.7148,1.7478,1.7478,55641
5-Feb-21,1.7079,1.736,1.7079,1.7137,1.7137,68855
4-Feb-21,1.695,1.7115,1.6731,1.7005,1.7005,50558
3-Feb-21,1.6835,1.705,1.6779,1.6905,1.6905,54089
2-Feb-21,1.6474,1.6896,1.6444,1.6746,1.6746,71353
1-Feb-21,1.5949,1.6503,1.5845,1.6469,1.6469,82252
29-Jan-21,1.5983,1.6357,1.5951,1.6004,1.6004,64868
28-Jan-21,1.6065,1.6311,1.5934,1.6017,1.6017,12024
27-Jan-21,1.6012,1.621,1.5825,1.6089,1.6089,17129
26-Jan-21,1.5965,1.6069,1.5851,1.5984,1.5984,27659
25-Jan-21,1.5736,1.5997,1.5657,1.5939,1.5939,28049
22-Jan-21,1.6013,1.6014,1.5556,1.576,1.576,29696
21-Jan-21,1.5881,1.6025,1.5835,1.6006,1.6006,23782
20-Jan-21,1.6012,1.6141,1.5873,1.6004,1.6004,22222
19-Jan-21,1.5842,1.6089,1.5776,1.5987,1.5987,35542
15-Jan-21,1.6201,1.6235,1.5724,1.5929,1.5929,50525
14-Jan-21,1.5977,1.6213,1.583,1.6194,1.6194,47079
13-Jan-21,1.5997,1.6158,1.5832,1.5989,1.5989,46764
12-Jan-21,1.5735,1.6026,1.5709,1.5967,1.5967,51162
11-Jan-21,1.5855,1.5865,1.5525,1.5735,1.5735,62874
8-Jan-21,1.5405,1.5863,1.5379,1.5795,1.5795,60184
7-Jan-21,1.526,1.5501,1.5226,1.5381,1.5381,57123
6-Jan-21,1.5181,1.5422,1.5029,1.5287,1.5287,66944
5-Jan-21,1.4598,1.5247,1.4512,1.5189,1.5189,74131
4-Jan-21,1.4828,1.5347,1.4522,1.462,1.462,72555
31-Dec-20,1.48,1.4844,1.4665,1.4763,1.4763,50883
30-Dec-20,1.4884,1.5018,1.4757,1.4898,1.4898,12969
29-Dec-20,1.483,1.4996,1.482,1.4868,1.4868,16152
28-Dec-20,1.4903,1.5082,1.4744,1.479,1.479,15286
24-Dec-20,1.4959,1.5086,1.4775,1.49,1.49,11361
23-Dec-20,1.454,1.5061,1.4444,1.4975,1.4975,22605
22-Dec-20,1.4769,1.4779,1.446,1.4616,1.4616,16506
21-Dec-20,1.513,1.513,1.4265,1.4774,1.4774,35055
18-Dec-20,1.4935,1.5198,1.4869,1.513,1.513,60118
17-Dec-20,1.479,1.5001,1.4778,1.4952,1.4952,54696
16-Dec-20,1.4592,1.4815,1.4514,1.4779,1.4779,64049
15-Dec-20,1.4581,1.4708,1.4434,1.4644,1.4644,55295
14-Dec-20,1.4393,1.4612,1.4186,1.4544,1.4544,50406
11-Dec-20,1.4379,1.4497,1.4242,1.4369,1.4369,53785
10-Dec-20,1.4021,1.4619,1.3988,1.4357,1.4357,56584
9-Dec-20,1.4062,1.4256,1.3925,1.3989,1.3989,62922
8-Dec-20,1.3975,1.4098,1.3855,1.4067,1.4067,49486
7-Dec-20,1.3991,1.4159,1.382,1.3992,1.3992,43922
4-Dec-20,1.3915,1.4201,1.3884,1.403,1.403,44360
3-Dec-20,1.3612,1.3984,1.3541,1.3933,1.3933,55508
2-Dec-20,1.3441,1.3792,1.3336,1.3662,1.3662,55827
