Date,Open,High,Low,Close,Adj Close,Volume
9-Oct-24,2.3104,2.3176,2.2403,2.2769,2.2769,50747
8-Oct-24,2.3952,2.4183,2.2705,2.2972,2.2972,62268
7-Oct-24,2.3214,2.402,2.3037,2.3962,2.3962,66291
4-Oct-24,2.301,2.35,2.2915,2.3127,2.3127,67180
3-Oct-24,2.2027,2.306,2.1851,2.2947,2.2947,70567
2-Oct-24,2.2,2.2548,2.1765,2.1821,2.1821,60620
1-Oct-24,2.1576,2.2304,2.1005,2.1742,2.1742,85344
30-Sep-24,2.1476,2.167,2.1213,2.1318,2.1318,60692
27-Sep-24,2.1312,2.1558,2.1034,2.1327,2.1327,20107
26-Sep-24,2.1597,2.1706,2.098,2.1361,2.1361,18152
25-Sep-24,2.1859,2.1924,2.1471,2.1602,2.1602,30047
24-Sep-24,2.1599,2.1992,2.1512,2.1805,2.1805,40219
23-Sep-24,2.1725,2.1854,2.1176,2.1451,2.1451,36871
20-Sep-24,2.1749,2.1787,2.1511,2.1615,2.1615,27758
19-Sep-24,2.1337,2.1842,2.1314,2.172,2.172,30495
18-Sep-24,2.1407,2.16,2.1051,2.1475,2.1475,48766
17-Sep-24,2.1037,2.154,2.0815,2.1367,2.1367,48761
16-Sep-24,2.0856,2.1157,2.0676,2.0968,2.0968,52481
13-Sep-24,2.1241,2.1418,2.0814,2.0843,2.0843,58560
12-Sep-24,2.09,2.1468,2.0824,2.1188,2.1188,54364
11-Sep-24,2.0702,2.1048,2.0431,2.0917,2.0917,62041
10-Sep-24,2.152,2.1594,2.0549,2.058,2.058,57359
9-Sep-24,2.1315,2.1651,2.1084,2.1394,2.1394,47947
6-Sep-24,2.1711,2.1885,2.1027,2.115,2.115,47947
5-Sep-24,2.1608,2.2038,2.1544,2.1689,2.1689,51291
4-Sep-24,2.204,2.2275,2.15,2.1575,2.1575,62982
3-Sep-24,2.2806,2.2958,2.1992,2.206,2.206,77289
30-Aug-24,2.2952,2.3145,2.2468,2.2515,2.2515,69162
29-Aug-24,2.2261,2.2961,2.2162,2.284,2.284,17281
28-Aug-24,2.2881,2.2948,2.2279,2.2291,2.2291,19291
27-Aug-24,2.3466,2.356,2.2837,2.2862,2.2862,22783
26-Aug-24,2.3141,2.3677,2.309,2.348,2.348,30245
23-Aug-24,2.2677,2.3163,2.2665,2.2997,2.2997,29328
22-Aug-24,2.2494,2.2774,2.2344,2.2635,2.2635,28233
21-Aug-24,2.2775,2.3071,2.2399,2.2497,2.2497,37825
20-Aug-24,2.2671,2.2869,2.2318,2.2632,2.2632,50738
19-Aug-24,2.3263,2.3339,2.2603,2.2635,2.2635,43550
16-Aug-24,2.3773,2.3773,2.3129,2.3287,2.3287,51679
15-Aug-24,2.3685,2.3976,2.3619,2.3779,2.3779,49262
14-Aug-24,2.3999,2.4098,2.3642,2.3682,2.3682,50597
13-Aug-24,2.4017,2.4157,2.3848,2.3892,2.3892,50217
12-Aug-24,2.3423,2.4109,2.3375,2.4065,2.4065,53377
9-Aug-24,2.3592,2.3717,2.3329,2.3397,2.3397,61750
8-Aug-24,2.3569,2.3654,2.329,2.3578,2.3578,59212
7-Aug-24,2.2939,2.366,2.285,2.3556,2.3556,55752
6-Aug-24,2.3222,2.34,2.2785,2.2958,2.2958,52718
5-Aug-24,2.3307,2.3402,2.2646,2.2986,2.2986,62790
2-Aug-24,2.4238,2.4289,2.3134,2.3185,2.3185,67090
1-Aug-24,2.456,2.4668,2.403,2.4064,2.4064,48330
31-Jul-24,2.348,2.4209,2.3458,2.4155,2.4155,68032
30-Jul-24,2.3778,2.3778,2.3326,2.3368,2.3368,18062
29-Jul-24,2.43,2.4401,2.3664,2.375,2.375,21115
26-Jul-24,2.4739,2.4777,2.402,2.4197,2.4197,25160
25-Jul-24,2.4461,2.476,2.4031,2.4712,2.4712,20979
24-Jul-24,2.4232,2.4579,2.4167,2.4524,2.4524,21227
23-Jul-24,2.4322,2.45,2.397,2.4099,2.4099,25242
22-Jul-24,2.4258,2.4381,2.3971,2.4348,2.4348,26916
19-Jul-24,2.4743,2.5025,2.4173,2.4191,2.4191,41154
18-Jul-24,2.4974,2.5154,2.4633,2.4868,2.4868,33056
17-Jul-24,2.4653,2.5037,2.4515,2.494,2.494,39232
16-Jul-24,2.512,2.5143,2.4586,2.4688,2.4688,42814
15-Jul-24,2.5064,2.5276,2.4861,2.5136,2.5136,54045
12-Jul-24,2.5241,2.551,2.5059,2.5096,2.5096,46909
11-Jul-24,2.5245,2.5437,2.5045,2.5182,2.5182,45136
10-Jul-24,2.53,2.537,2.4964,2.5184,2.5184,69409
9-Jul-24,2.5727,2.5878,2.5201,2.5236,2.5236,75504
8-Jul-24,2.609,2.6175,2.565,2.5791,2.5791,49042
5-Jul-24,2.6283,2.6466,2.5958,2.6024,2.6024,61047
3-Jul-24,2.6319,2.6362,2.5931,2.6343,2.6343,57237
2-Jul-24,2.6134,2.6595,2.6121,2.6297,2.6297,77562
1-Jul-24,2.5446,2.6188,2.5398,2.6147,2.6147,72938
28-Jun-24,2.5598,2.57,2.5133,2.5169,2.5169,62735
27-Jun-24,2.5348,2.5849,2.5287,2.5476,2.5476,17128
26-Jun-24,2.511,2.5582,2.509,2.5375,2.5375,20172
25-Jun-24,2.5221,2.5386,2.5046,2.5094,2.5094,22160
24-Jun-24,2.4864,2.5268,2.4708,2.5214,2.5214,23782
21-Jun-24,2.5259,2.5446,2.4857,2.4915,2.4915,34674
20-Jun-24,2.5296,2.55,2.5165,2.5245,2.5245,33190
18-Jun-24,2.4867,2.5295,2.4675,2.5208,2.5208,42766
17-Jun-24,2.4696,2.4993,2.4581,2.4825,2.4825,46443
14-Jun-24,2.4847,2.5338,2.4693,2.4706,2.4706,68569
13-Jun-24,2.4395,2.4889,2.4259,2.4868,2.4868,63609
12-Jun-24,2.4342,2.4713,2.423,2.4408,2.4408,63073
11-Jun-24,2.4253,2.443,2.3979,2.4213,2.4213,57341
10-Jun-24,2.355,2.4247,2.355,2.4147,2.4147,56814
7-Jun-24,2.3607,2.3747,2.3455,2.3517,2.3517,47781
6-Jun-24,2.3118,2.3608,2.3019,2.3576,2.3576,48236
5-Jun-24,2.2828,2.3143,2.2788,2.3011,2.3011,59218
4-Jun-24,2.2898,2.2978,2.2566,2.2859,2.2859,70986
3-Jun-24,2.3872,2.4006,2.2866,2.2962,2.2962,88469
31-May-24,2.369,2.3894,2.3508,2.3636,2.3636,57315
30-May-24,2.4305,2.4368,2.3637,2.3694,2.3694,18119
29-May-24,2.4801,2.4935,2.4295,2.437,2.437,22873
28-May-24,2.4148,2.48,2.4131,2.465,2.465,28962
24-May-24,2.4175,2.4302,2.3897,2.4136,2.4136,21871
23-May-24,2.4273,2.4703,2.4009,2.4118,2.4118,30052
22-May-24,2.4587,2.4639,2.4229,2.4318,2.4318,26359
21-May-24,2.4826,2.484,2.4432,2.4623,2.4623,31786
20-May-24,2.4884,2.5043,2.4598,2.4871,2.4871,37284
17-May-24,2.4516,2.4924,2.4509,2.4863,2.4863,48204
16-May-24,2.4276,2.4565,2.4187,2.4437,2.4437,49400
15-May-24,2.4289,2.4397,2.3764,2.4231,2.4231,45058
14-May-24,2.4402,2.4472,2.4014,2.42,2.42,54381
13-May-24,2.4314,2.4669,2.423,2.4368,2.4368,53503
10-May-24,2.4836,2.5012,2.431,2.4344,2.4344,50225
9-May-24,2.4851,2.5102,2.4705,2.4776,2.4776,49209
8-May-24,2.4611,2.4872,2.4264,2.4761,2.4761,56046
7-May-24,2.4678,2.4814,2.427,2.4656,2.4656,51468
6-May-24,2.443,2.477,2.434,2.4614,2.4614,52508
3-May-24,2.4531,2.4625,2.4305,2.4434,2.4434,54088
2-May-24,2.4579,2.4749,2.4219,2.4431,2.4431,60721
1-May-24,2.522,2.531,2.4458,2.4519,2.4519,57890
30-Apr-24,2.5355,2.556,2.4746,2.5134,2.5134,60739
29-Apr-24,2.5441,2.5702,2.5264,2.5313,2.5313,19319
26-Apr-24,2.5588,2.5844,2.5447,2.5482,2.5482,18867
25-Apr-24,2.5557,2.5739,2.5183,2.5504,2.5504,20566
24-Apr-24,2.5747,2.5852,2.5363,2.5499,2.5499,22110
23-Apr-24,2.5699,2.5888,2.5234,2.5792,2.5792,25942
22-Apr-24,2.5369,2.5705,2.5039,2.5604,2.5604,20054
19-Apr-24,2.5347,2.6488,2.5137,2.5413,2.5413,29613
18-Apr-24,2.5787,2.5869,2.526,2.5339,2.5339,34686
17-Apr-24,2.6549,2.6579,2.562,2.5747,2.5747,46959
16-Apr-24,2.6654,2.6771,2.6243,2.6513,2.6513,34627
15-Apr-24,2.7,2.7108,2.6162,2.6542,2.6542,39560
12-Apr-24,2.6675,2.7326,2.6651,2.6851,2.6851,42431
11-Apr-24,2.7149,2.7244,2.6528,2.6598,2.6598,54554
10-Apr-24,2.6743,2.7179,2.6555,2.7076,2.7076,58411
9-Apr-24,2.7296,2.7444,2.6731,2.677,2.677,49966
8-Apr-24,2.7511,2.7556,2.6955,2.7287,2.7287,51984
5-Apr-24,2.7553,2.7945,2.7479,2.773,2.773,49664
4-Apr-24,2.7387,2.7632,2.6933,2.7413,2.7413,46226
3-Apr-24,2.727,2.7729,2.7135,2.7324,2.7324,60033
2-Apr-24,2.6461,2.7257,2.6356,2.7119,2.7119,63374
1-Apr-24,2.6215,2.6384,2.5787,2.6271,2.6271,44775
28-Mar-24,2.5963,2.6225,2.5791,2.6156,2.6156,60829
27-Mar-24,2.6109,2.6172,2.5884,2.5986,2.5986,20972
26-Mar-24,2.6845,2.687,2.6097,2.6218,2.6218,24093
25-Mar-24,2.6644,2.7062,2.6533,2.6786,2.6786,29059
22-Mar-24,2.663,2.6904,2.6471,2.6534,2.6534,27586
21-Mar-24,2.6932,2.7026,2.636,2.6688,2.6688,24849
20-Mar-24,2.754,2.7588,2.6714,2.6957,2.6957,34084
19-Mar-24,2.7735,2.7812,2.7499,2.7607,2.7607,24389
18-Mar-24,2.7267,2.7963,2.7242,2.7882,2.7882,48342
15-Mar-24,2.7047,2.7372,2.6767,2.727,2.727,49818
14-Mar-24,2.6949,2.726,2.6875,2.7088,2.7088,46076
13-Mar-24,2.6291,2.7038,2.6226,2.6851,2.6851,59320
12-Mar-24,2.6535,2.6769,2.6081,2.6165,2.6165,58212
11-Mar-24,2.63,2.6643,2.5883,2.6518,2.6518,56857
8-Mar-24,2.6981,2.7244,2.6209,2.6409,2.6409,50367
7-Mar-24,2.6595,2.7125,2.6416,2.6947,2.6947,59378
6-Mar-24,2.6004,2.681,2.5912,2.6633,2.6633,52036
5-Mar-24,2.6495,2.6663,2.5988,2.6065,2.6065,43587
4-Mar-24,2.7129,2.7129,2.6354,2.6472,2.6472,53201
1-Mar-24,2.6523,2.724,2.6417,2.7042,2.7042,53350
29-Feb-24,2.6408,2.705,2.615,2.6838,2.6838,84583
28-Feb-24,2.7386,2.7521,2.6414,2.6583,2.6583,20371
27-Feb-24,2.7717,2.786,2.7339,2.746,2.746,19691
26-Feb-24,2.6891,2.774,2.665,2.7627,2.7627,28083
23-Feb-24,2.7472,2.7501,2.67,2.6897,2.6897,33433
22-Feb-24,2.7168,2.7566,2.6654,2.752,2.752,31911
21-Feb-24,2.741,2.7417,2.6819,2.7052,2.7052,35717
20-Feb-24,2.8066,2.8224,2.7274,2.7315,2.7315,44533
16-Feb-24,2.8181,2.8233,2.752,2.8066,2.8066,56443
15-Feb-24,2.8014,2.8623,2.7708,2.8237,2.8237,62618
14-Feb-24,2.8965,2.9108,2.8,2.8101,2.8101,79297
13-Feb-24,2.9375,2.965,2.8845,2.8959,2.8959,60947
12-Feb-24,2.9493,2.9502,2.8959,2.9196,2.9196,65650
9-Feb-24,2.8949,2.9735,2.8758,2.9642,2.9642,79909
8-Feb-24,2.8221,2.8979,2.8064,2.8908,2.8908,69808
7-Feb-24,2.7586,2.827,2.7479,2.8152,2.8152,72671
6-Feb-24,2.7301,2.7636,2.7111,2.7427,2.7427,51925
5-Feb-24,2.679,2.7318,2.6611,2.7248,2.7248,55935
2-Feb-24,2.7242,2.7378,2.6351,2.66,2.66,70703
1-Feb-24,2.7944,2.8183,2.6846,2.7129,2.7129,91058
31-Jan-24,2.7927,2.8418,2.7833,2.8082,2.8082,68222
30-Jan-24,2.8375,2.8489,2.7629,2.8068,2.8068,14859
29-Jan-24,2.8799,2.8923,2.8071,2.8339,2.8339,19553
26-Jan-24,2.7908,2.8716,2.7403,2.8434,2.8434,27459
25-Jan-24,2.691,2.8,2.6878,2.7954,2.7954,26857
24-Jan-24,2.6948,2.7149,2.6608,2.6818,2.6818,26679
23-Jan-24,2.696,2.715,2.648,2.6913,2.6913,22713
22-Jan-24,2.6733,2.7129,2.6369,2.6935,2.6935,29867
19-Jan-24,2.694,2.7249,2.6578,2.6621,2.6621,38349
18-Jan-24,2.6489,2.6984,2.6317,2.6936,2.6936,35797
17-Jan-24,2.6588,2.6588,2.6083,2.6536,2.6536,48346
16-Jan-24,2.6848,2.7362,2.6154,2.6606,2.6606,88066
12-Jan-24,2.6942,2.7863,2.6663,2.6693,2.6693,69193
11-Jan-24,2.6034,2.697,2.5978,2.6738,2.6738,62106
10-Jan-24,2.6483,2.7021,2.592,2.6006,2.6006,68636
9-Jan-24,2.5819,2.6754,2.5798,2.6504,2.6504,68777
8-Jan-24,2.6212,2.63,2.5282,2.5769,2.5769,61795
5-Jan-24,2.5907,2.6232,2.5841,2.6085,2.6085,47229
4-Jan-24,2.6063,2.6287,2.5554,2.5884,2.5884,50752
3-Jan-24,2.53,2.6232,2.5075,2.6044,2.6044,49206
2-Jan-24,2.5533,2.5956,2.5108,2.5258,2.5258,55842
29-Dec-23,2.56,2.5967,2.5319,2.5531,2.5531,56688
28-Dec-23,2.6196,2.6344,2.5516,2.5563,2.5563,14817
27-Dec-23,2.6617,2.6914,2.6197,2.6239,2.6239,16578
26-Dec-23,2.652,2.7317,2.6473,2.6688,2.6688,19568
22-Dec-23,2.7009,2.7305,2.6525,2.6612,2.6612,24407
21-Dec-23,2.6935,2.715,2.66,2.6968,2.6968,19170
20-Dec-23,2.7291,2.7685,2.6947,2.7085,2.7085,27589
19-Dec-23,2.682,2.7321,2.6512,2.7168,2.7168,28836
18-Dec-23,2.6298,2.7329,2.6036,2.6728,2.6728,38976
15-Dec-23,2.5974,2.6563,2.5819,2.6208,2.6208,56274
14-Dec-23,2.5568,2.6115,2.5559,2.5913,2.5913,42479
13-Dec-23,2.5186,2.5665,2.4838,2.5481,2.5481,47473
12-Dec-23,2.6069,2.6281,2.5,2.5074,2.5074,54717
11-Dec-23,2.58,2.6224,2.5618,2.6087,2.6087,52879
8-Dec-23,2.5668,2.6181,2.5553,2.581,2.581,52410
7-Dec-23,2.581,2.62,2.5468,2.5492,2.5492,53623
6-Dec-23,2.6303,2.6543,2.5611,2.5762,2.5762,50256
5-Dec-23,2.6668,2.707,2.6279,2.6411,2.6411,49714
4-Dec-23,2.6684,2.7053,2.6337,2.6597,2.6597,49076
1-Dec-23,2.743,2.7617,2.6597,2.6615,2.6615,62366
30-Nov-23,2.878,2.9273,2.7961,2.8305,2.8305,62136
29-Nov-23,2.8823,2.9127,2.8117,2.8885,2.8885,25171
28-Nov-23,2.8399,2.923,2.83,2.907,2.907,20530
27-Nov-23,2.823,2.8778,2.7973,2.8379,2.8379,27019
24-Nov-23,2.8781,2.9059,2.8183,2.8357,2.8357,16201
23-Nov-23,2.8781,2.8948,2.845,2.8712,2.8712,33069
22-Nov-23,2.9326,2.936,2.8129,2.8891,2.8891,33069
21-Nov-23,2.8502,2.9389,2.8223,2.9249,2.9249,38463
20-Nov-23,2.7641,2.8622,2.7469,2.8495,2.8495,27451
17-Nov-23,2.7499,2.8226,2.7206,2.7725,2.7725,49408
16-Nov-23,2.8709,2.8863,2.734,2.7502,2.7502,44876
15-Nov-23,2.8337,2.8763,2.8035,2.8687,2.8687,59995
14-Nov-23,2.8428,2.884,2.8089,2.8371,2.8371,51116
13-Nov-23,2.7401,2.8448,2.7134,2.8393,2.8393,50381
10-Nov-23,2.7178,2.79,2.698,2.7431,2.7431,49865
9-Nov-23,2.7567,2.7628,2.696,2.7191,2.7191,56573
8-Nov-23,2.8191,2.8365,2.7425,2.7492,2.7492,59139
7-Nov-23,2.959,2.9608,2.8162,2.8384,2.8384,55085
6-Nov-23,2.9209,2.9728,2.9121,2.9524,2.9524,45859
3-Nov-23,3.0188,3.0476,2.9044,2.9238,2.9238,62389
2-Nov-23,2.9678,3.04,2.9553,3.0255,3.0255,57340
1-Nov-23,2.9281,3.0003,2.9099,2.9615,2.9615,60837
